,Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
45506,2019,CA,California,Sonoma,6097,6097150305,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,24.0,,,23.3,24.7,"5,282",POINT (-122.4927214 38.32603679),6097150305,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45521,2019,CA,California,Sonoma,6097,6097150304,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,27.1,,,26.5,27.7,"6,158",POINT (-122.4901627 38.30680561),6097150304,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45523,2019,CA,California,Sonoma,6097,6097150306,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,29.4,,,28.8,29.9,"4,107",POINT (-122.469108 38.3390603),6097150306,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45526,2019,CA,California,Sonoma,6097,6097151401,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,23.5,,,22.9,24.2,"7,306",POINT (-122.6877295 38.40832426),6097151401,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
45535,2019,CA,California,Sonoma,6097,6097153807,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,69.4,,,68.2,70.6,"3,861",POINT (-122.7365451 38.57909624),6097153807,PREVENT,BPMED,CrdPrv,Taking BP Medication
45539,2019,CA,California,Sonoma,6097,6097151309,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,68.4,,,67.3,69.4,"4,865",POINT (-122.6341393 38.34406604),6097151309,PREVENT,BPMED,CrdPrv,Taking BP Medication
45542,2019,CA,California,Sonoma,6097,6097150601,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.9,,,85.6,86.2,"4,089",POINT (-122.6132447 38.23761007),6097150601,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45545,2019,CA,California,Sonoma,6097,6097151204,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.7,,,24.7,26.7,"3,413",POINT (-122.7071936 38.31846316),6097151204,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45546,2019,CA,California,Sonoma,6097,6097152502,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.4,,,87.3,87.5,"3,603",POINT (-122.6641417 38.47844145),6097152502,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
45548,2019,CA,California,Sonoma,6097,6097153104,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,23.5,,,22.6,24.4,"4,046",POINT (-122.7274672 38.42887792),6097153104,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45560,2019,CA,California,Sonoma,6097,6097152501,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,23.9,,,22.8,25.0,"4,178",POINT (-122.6568256 38.46562192),6097152501,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45564,2019,CA,California,Sonoma,6097,6097154201,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.9,,,27.9,29.7,"3,925",POINT (-123.0168765 38.81370807),6097154201,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
45573,2019,CA,California,Sonoma,6097,6097150203,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.7,,,33.7,35.8,"4,505",POINT (-122.4621172 38.27748774),6097150203,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
